author,comment,likes,published_at,total_replies
@dulajdilruksha,https://youtube.com/shorts/vUpNnUqs-5s?feature=share,0,2023-08-23T07:33:06Z,0
@Huntlifts,God Bless you all! All glory to God! Turn from your sins and live for God! Romans 10:9 “if you declare with your mouth that Jesus is Lord and believe in your heart that God rose Him from the dead you will be saved.”,0,2023-08-22T22:44:07Z,0
@apollo5261,"I like how they all have sport cars instead of tractors, which would've been way better fit for the job.",257,2023-08-21T14:00:19Z,4
@user-yotabanashi562,さながらマンモス狩り😂でもそれが良い‼️❤,1,2023-08-21T06:44:57Z,0
@joaorodrigues-dy9rm,"The real hero in this movie, got to be the tyres, the poor everlasting tyres",2,2023-08-20T11:17:06Z,0
@joaorodrigues-dy9rm,"1:57 The rock :\"easy, work together he says\" 

Proceeds to drive a slow truck, during a chase🤣🤣🤣🤣",18,2023-08-20T11:12:51Z,2
@iowasucks9494,I still don’t understand how letty took that missle on pandora while flying her aircraft fighting for the na’vi people yet still managed to survive and fight against dom,2,2023-08-18T01:56:39Z,0
@kibawhitefang7176,"Too much fantasy without consequences, I get it",0,2023-08-17T00:00:14Z,0
@evanilzaribeirodossantos439,luisLuiscorloscorlimhosdossomtosBritosriBeirosamorBumaBematetiamovidatocasadoamoesacoizadezomanaoquedertipoamjodegarnaoqueder,1,2023-08-16T21:05:04Z,0
@vLeafyz,"2:32 “Look out, watch those people!” 😂😂stfu funny ass british accent lmao",2,2023-08-15T00:17:09Z,0
@rubenfranco8618,No! 6:19,1,2023-08-14T18:03:53Z,0
@PowerHouser,BEST F&F TO DATE.,1,2023-08-14T17:55:43Z,0
@ricardofratreskutolie,"I dont know why you doing this...but i know one thing!.....You LOVE ME, and you're not gonna shoot me!!",3,2023-08-13T08:20:20Z,0
@dragonkingoscurare1092,I'm amazed that considering Dom is the best driver of the franchise known for using powerful law defying cars they actually managed to catch up and damage his car.,327,2023-08-12T23:48:43Z,5
@kjj26k,"\"I used the Family to deafeat the Family.\" 
       -Dom, apparently.",972,2023-08-12T17:42:48Z,3
@McdonaldsFriies,That subaru brz still thooo🔥,1,2023-08-12T03:45:37Z,0
@fancyntangy,"didn’t even go for the open space that the brz left, just decimates a floral shop😂",2,2023-08-11T14:35:28Z,0
@ShahidulIslam-y2s,Movie name,0,2023-08-10T12:52:20Z,0
@DwadeFL4SHMV3,Whole car couldn’t rip the door off with a harpoon but one Dom shoulder strike and boom 😂😂,7,2023-08-10T10:21:52Z,0
@tw06le1,One of the silliest parts.. lol,1,2023-08-09T23:13:49Z,0
@SauloCristo-yv7td,Bryan won the race,0,2023-08-09T03:47:20Z,0
@DonLee1980,"hp doesn't get you out of there... traction does.  No amount of power is useful if you can't put that power onto the road.  it's such a stupid scene, but again, not the worst in the movie.",0,2023-08-09T03:32:23Z,0
@vsanjeevikumar,❤😂😢😮😅😊,0,2023-08-05T13:17:35Z,0
@Yashydv2211,Ferrari model ?,0,2023-08-04T05:52:01Z,0
@lnconceal,bro got taken out by a door 💀💀,2,2023-07-31T19:42:57Z,0
@priyanshubaurai3165,"Movie launched at 2011 me watching this 2023 thinking that how i missed this awesome ,wonderful ,action, adventure , chasing excellent movie... Really i once watched  shorts of tokiyo drift then i  was 😲 what a scene baby then i  decided to complete this fast saga series see all parts and really guys  i completed this fast 1 to 10 in two days ❤️🔥✨now one  more series added in all time'fav list movies 💕really the Dom and Bryan, Roman hobs are my fav but all the people in fast saga is awesome in his character wow can't wait for 11 man 💕✨🔥",3,2023-07-31T19:04:33Z,0
@Akihiro2283,I dont get it can someone pls let me know,0,2023-07-31T04:58:26Z,0
@therandomchargerdaytona1454,"\" I'll take the shortcut\" *proceeds to rip through the bars with the truck* 😂😂😂😂 idk why i found that so funny",49,2023-07-31T02:37:45Z,0
@somebody3074,Isn’t that the same car he’s in in the end of Tokyo drift?   The he says he won from Han a while back.,0,2023-07-30T14:23:59Z,0
@BMW_xDrive,"it’s soo funny scene 😀😂
i am dead by Laughing 😂 
childs must love it 😀",2,2023-07-30T07:47:23Z,0
@danieldanieldadada,Tbh 5 horsepower ain't that much,0,2023-07-29T14:52:22Z,0
@MohammadAmaan-p8n,Plzz tell me movie name plzz,0,2023-07-29T06:23:30Z,1
@TNK564,"But, if it was one on one vs Bugatti , bug will always win W16 baby",0,2023-07-29T05:36:06Z,0
@SamandarYuldshev,"Fshszjfjs hggfghg bfskfh and
Vvcvzrhdgh dgsg",0,2023-07-29T04:26:00Z,0
@thartunyi2142,😍😍😍😍😍😍😍😍😍😍😍😍😍,0,2023-07-27T01:15:04Z,0
@SaurabhKumar-yb2cb,and here we can see a clip of the decline of fast and furious series,0,2023-07-26T08:28:10Z,0
@SunilGohel-ck1kv,Sir can you tell me how to movie upload without copyright ©️,0,2023-07-26T07:06:04Z,0
@josehernandez-ct5yd,This some corny ass shit,0,2023-07-22T06:25:32Z,0
@sukanyasalien7556,Dom hes car is my favorite car man and a like dom,0,2023-07-20T18:30:13Z,0
@Kommandant-Nero,This is so stupid. 😂,0,2023-07-19T00:18:00Z,0
@NathalieFabianaMartinezCortes,Nfitjsktuj y no 😔🤷😅😊😮😢🎉ourtuwjcjdjri2itcjt2016,1,2023-07-17T01:59:41Z,0
@NathalieFabianaMartinezCortes,❤😂🎉😢😮😅😊noam jaziel,1,2023-07-17T01:57:00Z,0
@NathalieFabianaMartinezCortes,Du y ic4uuisuru htujskxutkkduruduuduguufur7usufidiid,0,2023-07-17T01:55:49Z,0
@TanelusJouvens-fb7cb,Good jop,1,2023-07-13T22:49:06Z,0
@leadsolo2751,"Gotta turn Ur Brains Off, or NOT hv any Brains, to Appreciate the F&F franchise 😅",0,2023-07-13T09:40:48Z,0
@AmirulAbdullah-d6r,Dah ade ni Ang.,0,2023-07-13T09:23:15Z,0
@samjoexaba,💖💖💖💖💖💖👍🏿👍🏿👍🏿👍🏿,0,2023-07-13T03:50:12Z,0
@bokyaw-ov3ew,🙏🙏🙏🥭🥭🥭🐘🥭🥭🥭🐘🥭🥭🥭🐘🥭🥭🥭🐘🥭🥭🥭🐘🐘🥭🥭🥭🐘🥭🥭🙏🙏🙏🎶🎼🎼🎼🎼🎼🏴🏴‍☠️💀☎️♠️♥️♦️♣️🎱🖤🖤🖤🖤,1,2023-07-07T13:04:11Z,0
@MohamadShatila-sb5qf,"They're holding him
Stopping him",1,2023-07-06T19:14:16Z,0
@MohamadShatila-sb5qf,They caught him,0,2023-07-06T19:00:44Z,0
@MohamadShatila-sb5qf,They caught him,1,2023-07-05T23:35:03Z,0
@MohamadShatila-sb5qf,Trap??,0,2023-07-05T23:31:50Z,0
@PlayJay-M,Plymouth Gtx is Dom's Most powerful car he ride so far that car 2000 horsepower,1,2023-07-05T05:47:11Z,0
@informativevideos365,Nonsense,0,2023-07-04T11:54:47Z,0
@drgs-j9q,كوكب عبده,0,2023-07-03T14:10:25Z,0
@liliahernandez8940,Wd bdv,1,2023-07-02T19:22:28Z,0
@حسينعلي-ن8ك7ل,ليش هيج سوو بيه مو صديقهم,0,2023-06-30T20:20:58Z,0
@monstergarou_official,0:42 demon rev,14,2023-06-30T08:21:45Z,0
@MP-kd3wo,Dom shifts into 80th gear for unlimited plot hole horsepower,0,2023-06-30T02:15:47Z,0
@fawadahmad5367,ROCK?????,0,2023-06-26T12:29:50Z,1
@LondynHyde,"Great comedy scene! I love it.. Everyone else: pop tires to stop people from escaping.Dom's crew: \"harpooooooooooooooons!!\".",2,2023-06-25T23:26:51Z,0
@seansegura9381,N🎉 Fresno filp out again,0,2023-06-25T14:18:17Z,0
@fredsham4265,Put Tate's as one of the final bosses in the fast fast saga. That would sell more than any marvel movie.,1,2023-06-24T17:49:40Z,0
@igorlubej168,Stupid movie,0,2023-06-23T10:52:20Z,0
@subhradeepsharma,In that suitcase a life time worth of torent download of xxx  😂 every one wants it,0,2023-06-23T07:17:31Z,0
@ritanshutyagiTGT-Comp.Science4,Best scence 😀,0,2023-06-23T06:55:30Z,0
@ajaxxx5552,"Fast and Furious should have ended at Eighth good round number, great movie, good story, and ended good.",0,2023-06-22T17:59:55Z,0
@AhmadDroby-ov8iw,فلم هندي بإخراج أمريكي😂,0,2023-06-22T15:47:49Z,0
@bamo8452,Bollywood pro max,0,2023-06-21T12:31:14Z,0
@khangaibazar5900,Dominic toretto car name?,0,2023-06-20T16:38:35Z,0
@iiabdullah10,This scene is in which part??,0,2023-06-20T14:47:19Z,1
@vexomnight3079,"Dominic Toretto
Sauron
Emperor Palpatine",1,2023-06-20T06:34:14Z,0
@peterwilliams8911,5:31 Bro busted off a whole car door with a shoulder thud hahahahaha 😂,12,2023-06-20T01:54:04Z,0
@peterwilliams8911,How did the rock drive through scaffold like they were toothpicks? He should've crashed into it lol,1,2023-06-20T01:49:38Z,0
@peterwilliams8911,What car is Letty driving? That car is 🔥,1,2023-06-20T01:48:02Z,1
@jozhharper5824,2:00 - 2:10 Need For Speed Most Wanted xD,2,2023-06-18T18:18:02Z,0
@neverhaught,4:01 Imagine if that harpoon just nailed Dom in the face lmao,5,2023-06-18T18:16:34Z,0
@abigailmaria332,Yeah 😂,0,2023-06-18T14:44:15Z,0
@Davey97,Not so much as a scratch,0,2023-06-17T22:12:42Z,0
@el_3alamy_228,الجزء دا من انهي جزء الكام من السلسلة,0,2023-06-17T21:18:12Z,0
@el_3alamy_228,هو دا الجزء الكام,0,2023-06-17T21:17:48Z,0
@el_3alamy_228,Which part,0,2023-06-17T21:17:31Z,0
@mdturjo5888,Movie name plz,0,2023-06-17T17:45:26Z,1
@hypnic7933,they turned dom into a super sayian bruh,1,2023-06-17T17:00:46Z,0
@KRITORISS,LMAO TRASH,0,2023-06-17T14:00:14Z,0
@Kuttas23x,"Make it look a little real at least, that’s all we’re asking.",0,2023-06-16T18:03:49Z,0
@vAmeliorate,"6:30, how gon let someone run up on you and take a briefcase out of our tight fist lol",3,2023-06-16T02:38:38Z,0
@Qai94,"He shouldered the door and it came off its hinges, because a million tonne Humvee isn't enough to pull it off.

What is this franchise now?",0,2023-06-16T01:44:53Z,0
@justsomeguywithabeardx,"\"He's gotta have 2000 hp in that thing.\"

\"Try 3.\"

\"Try 5.\"


Vegeta:\" It's over 9000!!!!\"

But seriously, man. I remember a time when this guy was just a good street racer, doing illegal quarter mile races and stealing TV's, DVD's and VCR's to sell on the black market. Now he's an Avenger level threat.",10,2023-06-15T16:50:05Z,0
@Meelee-w7h,Why did you ruin the flower 💐 shop? I love flowers,0,2023-06-15T06:38:43Z,0
@Wowxoxo69,"Dam   these  guys look elderly, give up  bro😂",1,2023-06-15T01:11:23Z,0
@charger70s,7:29 - 7:38,0,2023-06-14T02:31:13Z,0
@charger70s,6:45 - 6:55,0,2023-06-14T02:30:37Z,0
@charger70s,5:43 - 5:52,0,2023-06-14T02:29:55Z,0
@charger70s,5:32 - 5:41,0,2023-06-14T02:29:25Z,0
@charger70s,5:01 - 5:10,0,2023-06-14T02:28:50Z,0
@charger70s,4:41 - 4:46,0,2023-06-14T02:28:11Z,0
@charger70s,3:54 - 4:06,0,2023-06-14T02:27:36Z,0
@charger70s,3:08 - 3:19,0,2023-06-14T02:26:12Z,0
@charger70s,3:04 - 3:06,0,2023-06-14T02:25:31Z,0
@charger70s,2:58 - 3:02,0,2023-06-14T02:25:15Z,0
@charger70s,0:43 - 0:48,0,2023-06-14T02:24:05Z,0
@FO-Gaming,Dom style driving and modifying 😂,2,2023-06-14T01:10:18Z,0
@theresalong2767,"2:34 \"Big sexy coming through.\" - Tyrese Gibson 2017

That line by Roman has made my day funnier than ever in this entire harpooning scene. 😂😂",3,2023-06-12T22:32:41Z,1
@GP89-k4d,Literally one of the worst movie franchises ever. They ruined the legacy of the first 2 movies.,0,2023-06-12T19:58:09Z,0
@ladygaga19862010,"Dam he made Superman , Batman, cap America and Ironman and winter soldier look stupid 😂",3,2023-06-12T13:10:48Z,0
@HenricoDlucas-yj4km,Toretto luta pra caralho gostei de ver essa Luta Luta muito gostei de ver esse vídeo muito bom,2,2023-06-12T01:14:19Z,0
@TikTok_zen_2579sr,very　best,0,2023-06-10T14:27:43Z,0
@حکیمهساسانی,"best franchise. you forgot film is not physics class , just for entertaining",0,2023-06-10T13:14:44Z,0
@yoshidinono8095,Fuck people who make these movies. Fuck people who watch these movies. Dumb shits.,0,2023-06-10T04:21:48Z,0
@bryanmoser358,I remember tyrese crying like that when he said he was broke and needed money,2,2023-06-09T17:25:45Z,0
@obedreyes7737,He had no family yet he was able to push the door out of his car with his own hand,3,2023-06-09T04:57:17Z,0
@Neffely1987,The MALAKA on start of the video is the best!!!,0,2023-06-08T18:59:40Z,0
@rngsus4002,Hobbs screaming ¡NO! when Shaw got shot like it was his brother or dad who got shot lol,20,2023-06-08T14:39:19Z,1
@DisneyGator1297,"0:42 0:53 
1:01 1:03 1:05 1:07 1:11 1:14 1:26 1:42 1:44 1:47 1:51 
2:00",2,2023-06-08T05:49:20Z,0
@Zeal808,This is like Optimus prime going bad after he met “the creator”,0,2023-06-07T23:48:30Z,0
@FtkEli1,This is not fast and furious yall Mfs went from street racing to saving the world,0,2023-06-07T18:25:28Z,0
@mazyd4091,were just gonna act like that brz can keep up with any of these cars 😂😂😂😳😳😳,0,2023-06-07T13:29:20Z,0
@NIKEGOTZE,"Dom can u stop ur nonsense ?
Please 🙏🏼 

Until tokyo drift movies were good . 
Tale this as constructive feedback and stop feeding shit to stupid people.",0,2023-06-07T08:36:16Z,0
@frogman8908,bullshit movie,0,2023-06-07T00:48:53Z,0
@vladomajkic549,"Holy Molly, this was more intense fight then Transformers.",6,2023-06-06T22:52:33Z,0
@battlerapminis1799,"Dom: I think I found my team

Cyph: Where 

Dom:Blocking a New York City street while everybody else let them",4,2023-06-06T20:54:50Z,0
@TobiasKlüter,What shitty Nonsens,0,2023-06-06T20:26:34Z,0
@mayakovski,"LOL, stupid ricer boi.",0,2023-06-06T18:05:13Z,0
@Scrappy_ill_fold_ya_Doo,This series has took such a weird turn,1,2023-06-06T17:07:39Z,0
@Aercoh,Dom the type of guy to get an ace in a car,2,2023-06-06T16:24:37Z,0
@olegloshakovski7601,Did anyone else notice that at 5:39 there's almost a cartoonish sound as if someone runs away really fast? 😆,3,2023-06-06T14:00:18Z,0
@greencaptercz8600,2:03 Bro literally pull out a pursuit breaker  💀💀,3,2023-06-06T07:52:08Z,0
@АлаПостнекова,11111111111111 I I I think I can 111111111111122222222211111111111I and the time for you to be a good 1111111111111111111 I think I can do it for you to be a good time for you to be a 111111111111111111111111111111111122111121111111111111111111111111111111111111111111111111111111111111111111111111121111111111111111111111111111111111111111112221111111111111111111111111111111111111111111111111111111111111111111111111111111122221111111,0,2023-06-06T06:08:12Z,0
@dylansmith3,"Try 10,000hp that sounds cooler",0,2023-06-05T18:39:17Z,0
@BrickbuildsOrginals,Such a dumb movie,0,2023-06-05T18:14:36Z,0
@richlewis8812,"Hey, i have an idea, how bout raking the tires out. Hmmmmm",1,2023-06-05T18:08:58Z,0
@arnulfoizquierdo,No era mas facil ponchar las llantas??,1,2023-06-05T16:04:39Z,0
@jii-ro7083,Holy shit this movie franchise has gone to shit :D Harpoons and nuclear codes. Lol wtf happened to some nice tuned up ricers and shitty music and boobas :D Thats what this shit franchise was all about,1,2023-06-05T08:01:36Z,0
@dabarcher2781,million dollar car use walkie talkie 💀,2,2023-06-05T05:26:03Z,0
@DladinDaTruth,This shit is getting redundant,1,2023-06-05T00:29:01Z,0
@LeSean_James,i remember Dom being bullied by Johnny Tran. How tf now he outclass all his friend/secret agents now,1,2023-06-04T23:01:13Z,0
@The.Home.Cinema.Engineer,WHY DO PEOPLE WATCH THIS TRASH!  WHY DO THEY KEEP WATCHING I?!?!?!?!?!?,1,2023-06-04T22:42:43Z,0
@Lorendrawn,Ever been ganked by cars before?,0,2023-06-04T22:27:00Z,0
@hoshiooo9384,2:00 someone in the production clearly play NFS most wanted xD,525,2023-06-04T22:20:27Z,7
@radicaIized,">approximately 2,000 hp
>thin tires",1,2023-06-04T18:15:59Z,0
@optimusprimus89,It woulda been more suspenseful if they didn't reveal why Dom turned on them. At least until 2/3 through.  Like he would just take a back seat. Becomes the mysterious silent antagonist. Make him do some messed up shit so we have to root for the team.. but are still torn because it's Dom.  I feel like the pay off of him telling us how Cypher got his kid and why he had to do what he had to do would have been more.,3,2023-06-04T18:09:45Z,0
@Boogiechiha977,People actually pay to watch this shit 😂😂,1,2023-06-04T15:50:42Z,0
@jonasmokheseng6336,Ya it's like mavel 😂😆😂😂😆,0,2023-06-04T15:15:08Z,0
@RameesMuhammedMK,"Everyone getting their cars ready for chasing Dom.

Roman : let me install my harpoon over my roof, so Dom has a chance to, you know, plot hole!",1,2023-06-04T12:30:17Z,0
@williamrex7832,"No doubts, they took the plot of this scene from the child play with toy cars",0,2023-06-04T11:12:11Z,0
@JSCM34,😂😂😂😂😂😂😂😂😂😂,0,2023-06-04T11:05:32Z,0
@prativerse436,Where is the F******* Family Gear? This is not good,0,2023-06-04T08:41:10Z,0
@SophiaAnn12345,They thought this was gone be a street fight 😂,2,2023-06-04T05:48:53Z,0
@SophiaAnn12345,Lol look tyrese was gone be miss,0,2023-06-04T05:46:59Z,0
@MrEgg93,Why didn't they just drive into him... Who writes this shit? 10 year Olds?,0,2023-06-04T03:00:44Z,0
@donovan-theDoomsday,If they were all in Hobbs vehicle? Boxed him in Dom wouldn't have gone anywhere.,0,2023-06-03T19:16:49Z,0
@zomboishuts,QUÉ?? QUÉEE??,0,2023-06-03T17:45:51Z,0
@bhavyabhatnagar-00490,5:01 That boost Ooh thats best thing ever see.,4,2023-06-03T17:40:06Z,0
@RickieGutierrez_034,Dom is one with his car in which that is why he feels the pain the car goes through,1,2023-06-03T16:41:34Z,0
@THANPHISIT_L.,“The fate of furious” 💀💀💀,1,2023-06-03T08:40:01Z,0
@Dreamworld16362,https://www.youtube.com/channel/UCDdDAXgD0C8BFkNsNupEhEg,0,2023-06-03T08:31:33Z,0
@terencew7716,I'm completely speechless,0,2023-06-03T07:26:09Z,0
@josephmaass2669,Did he just shoulder the car door off.,1,2023-06-03T06:16:42Z,0
@mozuesolympian2988,5:20 dom just bust the door off,5,2023-06-03T02:55:25Z,0
@notmything6690,What a bunch of nonsense,1,2023-06-03T02:47:14Z,0
@erikbraxton5157,I liked it better when they were just street racers,0,2023-06-03T02:36:59Z,0
@rayfox-xs2dg,"This scene is so dumb. They interfere each other by pulling a car from every side and then have the audacity to say it’s the Dom’s car that is so powerful. Imagine 40 guys pulling a rope 20v20 and saying damn this rope must be weighting 10 tons, we can’t even pull it.",1,2023-06-02T22:22:58Z,0
@AquaAmazake,someone who knows car science please tell me if having that much horse power is possible against those kind of cars.,0,2023-06-02T14:07:18Z,0
@henrygarciachannel3378,X FAST helping Dom car in the crash,0,2023-06-02T13:56:56Z,0
@JaniceLimamarques,Toretto,0,2023-06-02T12:34:38Z,0
@phaexal,"@1:13 
\"My cabbages!\"",2,2023-06-02T11:35:36Z,0
@muhammadghani241,1:38 little nobody clearly lost the mind 😂😂,99,2023-06-02T10:54:32Z,3
@Ally.Cat.252,Why does F=reverse?,2,2023-06-02T03:07:04Z,0
@IKrazeyyHD,2:02 NFS: Most Wanted,1,2023-06-02T02:54:56Z,0
@Master-Beef,what kind of automatic scum trash is this,1,2023-06-01T23:47:19Z,0
@Duar18,That seriously was the lamest plan.,0,2023-06-01T22:53:38Z,0
@eldor948,"He's a bad guy... ,but wait, it's a good guy...Ho c'mon....",1,2023-06-01T19:54:21Z,0
@MowsSadd,After watching again this scene. I just wonder why they did not use harphoon that can shutdown the car's electricity like in FF2.. 🤔🤔🤔,2,2023-06-01T18:13:03Z,0
@Putti509,theese movies are so god damn lame,0,2023-06-01T13:16:26Z,0
@tylerburden8098,Which fast and furious is this,0,2023-06-01T10:35:36Z,0
@sharkdegrijze,"Bro this so stupid, the rock could've just slam his car when they shoot the harpoons, not just that everything was stupid 😭",0,2023-06-01T02:39:44Z,0
@Pro_Butcher_Amateur_Human,"You might be wondering how Dom became a nuclear weapon stealing, submarine destroying, martial art master with spec ops level weapon skills and military tactics knowledge.

He used to do illegal underground street racing, so he's trained for this.",436,2023-06-01T01:09:21Z,11
@Pro_Butcher_Amateur_Human,"Love the visual storytelling here. Dom is being torn apart by his family. It's a perfect metaphor for Dom's plot in the movie.

Justin Lin and Chris Morgan don't get nearly enough credit for the writing and direction of these very good popcorn movies, that have real heart, a great message about family being the most important thing, and fantastic action scenes.",7,2023-06-01T01:02:09Z,0
@mikeklassic78,Dumbest fuckin movie ive ever seen....then i watched fast 9....now im completely retarded.,0,2023-05-31T23:11:43Z,0
@haitianjack4075,"After seeing the new one,the way it ended we'll be getting a fast 11 soon and a fast 12",1,2023-05-31T19:18:05Z,0
@meevithaisuru2050,Thank you!,0,2023-05-31T17:43:01Z,0
@meevithaisuru2050,Thank you!,0,2023-05-31T17:36:42Z,0
@oblivion85,Try OVER 9000!!,0,2023-05-31T17:27:51Z,0
@Solid_EXC,This movie is from the creators of scary movies saga right ?,0,2023-05-31T16:34:38Z,0
@DontMindMe_,Reminder: this franchise started out as a drag racing movie.,1,2023-05-31T14:47:37Z,0
@maximerivard9283,I need Dom's wipers for my car,0,2023-05-31T14:26:31Z,0
@muhammadghani241,Little nobody clearly lost the mind,0,2023-05-31T12:02:46Z,0
@fakepsn3266,The scene that made me realize this franchise was an anime,0,2023-05-31T08:22:11Z,0
@furqanbangash,I wannna see Dom vs Superman...,0,2023-05-31T07:43:43Z,0
@keenanhadnot5764,Wait .. stretch him out … hold him 😂,2,2023-05-31T03:07:25Z,0
@redx7476,No one can out race a toretto,0,2023-05-31T02:37:02Z,0
@raffleslun999,We are family,0,2023-05-30T22:14:45Z,0
@dylantrfk9652,Why did one of them choose a Bentley continental. And another chooses a 63’ corvette,0,2023-05-30T17:31:38Z,0
@Steel-X-Eagle,"The reason the catch failed was because Rome had the cable attached to the roof, big tactical error.",0,2023-05-30T16:50:22Z,0
@user-pg7rn6vb2y,Imagine actually watching these shit movies. This just popped up so I commented couldn’t gaf about fast and furious,0,2023-05-30T16:34:37Z,0
@Dybukx_,god this whole scene is terrible lmao,0,2023-05-30T13:25:26Z,0
@underlordd,"That has to be by far, the stupidest thing I have ever seen. What a terrible movie.",0,2023-05-30T13:13:19Z,0
@Kizpact,This is just an anime fight in cars,1,2023-05-30T10:41:06Z,0
@Hezkezl,"Why the flying hell is this franchise even a thing anymore... 90% of the cars were clearly drawn in with CGI. Every other shot in this video had an asston of CGI everywhere making it look fake as hell. Not to mention the whole absurdity of where the journey has gone, from \"stealing DVD players\" to apparently stealing nuclear codes? Wtf? Why is this such a big series to people? It's terrible.",0,2023-05-30T10:05:29Z,0
@ukmeena8868,Chutiye ko superman bana rkha h😂,0,2023-05-30T09:33:19Z,0
@fukchou,I don't know why I watch this still.,1,2023-05-30T08:30:22Z,1
@Dylvrx,This was rhe scene that made realize how fucking shit these movies are,0,2023-05-30T07:33:05Z,0
@galaxytechboom,It is a scammer series whenever they want whomever they want they make them alive in the next part when they read the need.😂😂,0,2023-05-30T05:52:25Z,0
@gorgeouscfso,Lucky there’s a family guy😂,0,2023-05-30T05:41:34Z,0
@instantsus_,this car chase 100% killed 1000 tourists in Nyc,0,2023-05-30T01:38:50Z,0
@bellechaves177,This is absolutely my favorite saga and I appreciate myself for that damn good taste,2,2023-05-29T22:29:52Z,0
@Slimecrazy234,They should all be in jail for a very long time.,0,2023-05-29T22:21:06Z,0
@shinxakuma0117,"I like how they’re driving at ludacris speeds, nos boosting too and only end up like three blocks down from where they started. 💀",6,2023-05-29T20:57:39Z,0
@dannys6871,HOLY fucking shit this series derailed after paul walker. what  a shit dumpster fire,0,2023-05-29T20:23:32Z,0
@masterfranco262,This is some next level Finn McMissile shi,0,2023-05-29T18:23:00Z,0
@firdous6855,when they caught him in the cables they would have shot the tires and stopped him with guns instead of sitting in cars,0,2023-05-29T17:34:58Z,0
@Alelileks,XD 5 coches no pueden con 1 xD,0,2023-05-29T17:26:29Z,0
@zeke3611,rly ? this fast and furious ? this is the movies people are so obses with ?,0,2023-05-29T11:56:13Z,0
@compleetnuts,"damn somebody wiped the car clean, and even found the time to pollish it at 1:27",5,2023-05-29T09:05:11Z,0
@isocuda,The level of brain rot peaks at elbowing off the door that's currently been holding an International pickup truck.,0,2023-05-29T08:11:03Z,0
@janeausten3117,Ceysının. Araba. Hiç. İyi.  Deil,0,2023-05-29T08:01:36Z,0
@Digitalsides,"I love Doom so much, big fan ❤",0,2023-05-29T06:14:10Z,0
@blakesmith5631,this is the worst scene in the entire series,0,2023-05-29T04:02:27Z,0
@1up_doug,every BRZ/FRS owner uses this clip to say their car is fast lmao,0,2023-05-29T03:58:52Z,0
@PinkyRing,"Bro, am I the only one realizing what a shit actor Vin Diesel actually is? Like, watch the way bro reacts to getting his car harpooned, porn-star level acting...",0,2023-05-29T01:36:19Z,0
@desolate5932,Cant believe how delusion the producers are...The real chads know fast five was the end for this franchise...,1,2023-05-28T22:21:53Z,0
@davidspooner4582,does anyone remeber those EMP Harpoons from the second movie?,1,2023-05-28T21:57:31Z,0
@axxyflex,ANASININ AMI,0,2023-05-28T17:48:57Z,0
@servcoconstructora3917,"A partir de esta entrega se arruinó esta saga.
Toreto, Lo más patetico que he visto",0,2023-05-28T15:11:27Z,0
@abitcritical2323,This seen may be peak fast and furious....compared to X this is a master piece,0,2023-05-28T14:11:34Z,0
@virutz,Jakie to jest k****a głupie...,0,2023-05-28T12:36:28Z,0
@balalunga1,It has certainly more than 5 Hp.,1,2023-05-28T12:05:32Z,0
@Abhishek-gb9um,Bro Doing Ninja Stuff But Not with Humans But With Cars 🥲lol,1,2023-05-28T10:31:28Z,0
@ryuu8821,I have 1 question. Was was the step 2 after harpooning the car. Like were they gonna just stay like that till the fuel ran out or something?,1,2023-05-28T10:26:26Z,0
@GrayD_Fox,Im annoyed at how it went from heist and racing to.. this,0,2023-05-28T08:54:10Z,0
@thunderbirdizations,"“Try 5…”
Missed opportunity to say “Try 8”",2,2023-05-28T08:40:23Z,0
@nagaachumi4843,What you mean by fate,0,2023-05-28T07:23:23Z,0
@TriForceXIII,Dnag yall did good instead of making it look like f&f you made it look like a knock off nfs loooool,0,2023-05-28T06:50:48Z,0
@BerackDarach,Wtf is this,0,2023-05-28T04:07:19Z,0
@Wizly-znipez,that's one of the stupidest things i've ever seen in my life,1,2023-05-28T01:33:10Z,0
@shashihnt,They are obsessed with cables since fast 4.,0,2023-05-27T23:52:14Z,0
@hedning003,"Stupid - physics dosnt apply here at all,and the wrighters has made it easy for them - dosnt matter if Dom have had 20.000 hp. the weight of the other cars(woud only need one heavier than the gtx) outmach the traction of 2 spinning real wheels.  stupid scene",0,2023-05-27T21:26:36Z,0
@cris9584,"Que tontería, el nitro lo utiliza para tener mas potencia en la reversa cuando solo puede impulsarte hacia adelante 😑 5:00",1,2023-05-27T20:03:01Z,0
@Gumiplay,Shouldve stopped at Tokyo Drift,1,2023-05-27T18:35:28Z,0
@richtorres5115,I think my IQ just went down 100 points,0,2023-05-27T15:29:13Z,0
@omarspost,This movie cant have been shot on earth. It defies every rule of physics,0,2023-05-27T13:14:54Z,0
@ThePraveenbhagat,"Blasts and distractions, whats new in this? they should be thankful for vfx software's and artists otherwise what they would had showed in the movei?.",0,2023-05-27T11:02:28Z,0
@andirusmana9195,I love the cops,1,2023-05-27T10:40:03Z,0
@andirusmana9195,Dom cars from Mars,0,2023-05-27T10:38:19Z,0
@tilidie5272,this franchise went so far downhill after the first few,0,2023-05-27T09:05:38Z,0
@rajarshibiswas9424,I was wondering what braine o corner would have done 😅😅,0,2023-05-27T08:02:39Z,0
